question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"Across the different scenes, what ceiling fixtures are repeatedly cited as providing the room’s warm lighting, and how many are there?",56,16,0.4688,0.4134,5,5,6,1.1072,0.18143,0.426,0.1385,0.3333,0,0
"During the red- and blue-lit stage sequence where the words “unquenchable thirst” appear, what does the white-clad newcomer do to the red-haired dancer?",1,16,0.4688,0.4831,7,1,8,1.2976,0.16112,0.4014,0.3288,1.0,0,0
"After the needle has been guided through her navel near the end of the video, what does the practitioner fasten there that was not present when an adhesive strip was first pressed onto her abdomen?",12,16,0.4688,0.3737,4,7,5,1.0557,0.14241,0.3774,0.087,0.6233,0,0
"After the red screen with the 'Veterans Make Movies' logo fades, what exact wording appears on the building sign that the camera slowly pans across?",109,16,0.4688,0.2142,1,13,2,1.3573,0.14142,0.3761,0.3886,0.9091,0,0
"After the skateboarder crashes onto his back during his failed wall jump in the graffiti-covered skate park, what striking effect suddenly fills the surroundings as onlookers converge?",55,16,0.4688,0.3292,3,9,4,1.0714,0.13202,0.3633,0.1027,0.7143,0,0
"After the riders have mounted and start trotting together across the field, which two man-made structures can be seen behind them near the treeline?",131,16,0.4688,0.3737,4,7,5,1.1999,0.10578,0.3252,0.2312,0.4231,0,0
"After the outdoor field hockey penalty shot is saved, which drinking game do participants play around a long table indoors before the scene switches to dancing?",35,16,0.4375,0.4961,7,0,9,1.1586,0.55454,0.7447,0.2523,0.9,0,0
"According to the marathon map displayed just before the wheelchair athlete is shown crossing the finish line, at which park does the highlighted ""Two-Person Exchange"" occur?",15,16,0.4375,0.4961,7,0,9,1.2039,0.52269,0.723,0.2664,0.8447,0,0
"Between the discus throws by the men in a white shirt and a red shirt, what brief playful action featuring a child is shown?",111,16,0.4375,0.4635,6,2,8,1.3502,0.45741,0.6763,0.4127,0.885,0,0
What number is painted on the long canoe that first carries a pink flag at its bow and later paddles alongside the canoe marked 57?,125,16,0.4375,0.4961,7,0,9,1.2271,0.45143,0.6719,0.2896,0.8604,0,0
"After the person empties the bucket of plant debris into the green-lidded trash bin and walks away down the alley, which animal is later seen watching them?",97,16,0.4375,0.4961,7,0,9,1.1362,0.41292,0.6426,0.1987,0.6875,0,0
"After Viktor Kjaell’s interview and before Frederik Lindberg appears, the video shows a national coach; which country does he coach?",38,16,0.4375,0.4961,7,0,9,1.3179,0.40598,0.6372,0.3804,0.8421,0,0
"Right before the jumper in the yellow shirt actually steps off the cliff platform, what hand gesture is shown to signal that he is ready?",62,16,0.4375,0.4961,7,0,9,1.0517,0.38948,0.6241,0.1142,0.7692,0,0
"After the television shifts from showing a starry sky to later displaying a single-word message, what word appears on its screen?",100,16,0.4375,0.4961,7,0,9,1.0848,0.36214,0.6018,0.1473,0.4778,0,0
"After the hands stop pressing near the thermostat and the camera begins showing the living room, what object repeatedly remains centered in the later scenes?",38,16,0.4375,0.4961,7,0,9,1.5986,0.35714,0.5976,0.6611,0.9649,0,0
"After the boy in a red shirt loses the arm-wrestling match, what color sleeveless top does the next challenger wear?",103,16,0.4375,0.4961,7,0,9,1.0833,0.35119,0.5926,0.1458,0.7143,0,0
"After the blue-uniformed players celebrate their rebound goal, what play does the referee immediately supervise to restart the action on the field?",94,16,0.4375,0.4961,7,0,9,1.2069,0.34502,0.5874,0.2694,0.83,0,0
Which rider appears performing nighttime tricks right after the video finishes displaying close-ups of components such as the Genesis sealed integrated headset and VLM flangeless grips?,51,16,0.4375,0.4961,7,0,9,1.0201,0.34363,0.5862,0.0826,0.3704,0,0
"After the plain background changes to a blue surface, into what geometric shape does the pink crochet piece initially develop before it is enlarged?",9,16,0.4375,0.4961,7,0,9,1.0377,0.33241,0.5765,0.1002,0.8333,0,0
"After the on-screen words ""Because an Alaskan Winter is not a Weakness,"" where is the same runner shown next, and what new headgear are they wearing?",12,16,0.4375,0.4285,5,4,7,1.2739,0.32731,0.5721,0.3364,0.8271,0,0
"The fighter who starts the bout by dodging side-to-side defensively and later floors his opponent, triggering the referee’s count, wears gloves of what color?",40,16,0.4375,0.4961,7,0,9,1.056,0.31693,0.563,0.1185,0.46,0,0
"After the camera leaves the clothing boutique and passes through the hallway, which kind of store does it enter, and what merchandise is primarily shown there?",90,16,0.4375,0.348,3,8,5,1.164,0.31254,0.5591,0.2265,0.8497,0,0
"After the teammates rush to celebrate the late goal on the field, where does the video immediately cut to?",99,16,0.4375,0.4961,7,0,9,0.9801,0.29896,0.5468,0.0426,0.1789,0,0
"After the shirtless skateboarder successfully clears the high bar, what does he do while standing among the crowd?",122,16,0.4375,0.3903,4,6,6,1.2099,0.28566,0.5345,0.3037,0.6814,0,0
What patterned accessory does the stylist finally place over the finished heart-shaped braids to secure the style?,98,16,0.4375,0.348,3,8,5,1.2669,0.274,0.5234,0.3294,0.8383,0,0
"After first drying her hair earlier in the video, which household appliance does the woman later pretend to sing into like a microphone?",59,16,0.4375,0.4961,7,0,9,1.3846,0.2639,0.5137,0.4471,0.8375,0,0
"After the camera cuts from the man’s initial empty-handed Tai Chi to a close-up of the stone wall and flowers, what object is he holding when he reappears?",51,16,0.4375,0.4961,7,0,9,0.979,0.26133,0.5112,0.0415,0.1591,0,0
"Following the initial smoothing of the white cushion on the ironing board, what color is the fabric that the person next folds and aligns over that cushion?",16,16,0.4375,0.4961,7,0,9,1.3294,0.25158,0.5016,0.3919,0.8,0,0
"Between the artist's first and subsequent return to tattooing the client's foot, which body part does he tattoo in the intervening session?",105,16,0.4375,0.4961,7,0,9,1.0696,0.2441,0.4941,0.1321,0.36,0,0
Which foot is both the first to receive a sock and later the first to be put into a boot during the sequence?,41,16,0.4375,0.4961,7,0,9,1.2519,0.23186,0.4815,0.3144,0.7782,0,0
"After the man in the green top launches the kite on the beach, what color shirt is worn by the individual who later takes over its control?",24,16,0.4375,0.4961,7,0,9,0.9703,0.22587,0.4753,0.0328,0.2405,0,0
"Following the repeated black-screen text commenting on “smooth moves diving on the family,” what unusual implements are the kite lines attached to when the beach scene returns?",13,16,0.4375,0.4285,5,4,7,1.0594,0.21384,0.4624,0.1219,0.5882,0,0
What hand-held tool is used both when the man slices non-woven wallcovering along a straight edge early on and when he later trims a thin wooden strip on the table?,39,16,0.4375,0.4285,5,4,7,1.4337,0.18969,0.4355,0.4962,0.8571,0,0
"Although the campfire is first lit by someone wearing a dark jacket, what color jacket does the person wear later when kneeling to tend the fire with a stick?",103,16,0.4375,0.3903,4,6,6,1.0941,0.16584,0.4072,0.1566,0.5,0,0
"After the person in the yellow shirt finishes filming and steps out of the bathroom, what does the towel-wrapped individual do at the sink?",126,16,0.4375,0.3903,4,6,6,0.9861,0.14798,0.3847,0.0486,0.2105,0,0
Which instrument’s name is shown in an on-screen title before the later appearance of the words “PERCUSSION INSTRUMENTS”?,5,16,0.4062,0.475,6,1,9,1.1802,0.46372,0.681,0.274,1.0,0,0
"While the blue-clad athlete wearing number 097 begins her long-jump run, which British competitor is simultaneously filmed making her fifth javelin throw?",40,16,0.4062,0.475,6,1,9,1.0587,0.43605,0.6603,0.1524,0.7699,0,0
What color top does the fencer who wins the bout and is hugged by the conceding opponent wear?,35,16,0.4062,0.475,6,1,9,1.0159,0.36985,0.6082,0.1096,0.626,0,0
Which geometric shape is central to both the colored arm tattoo finished midway through the video and the fresh ankle tattoo displayed at the end?,84,16,0.4062,0.475,6,1,9,1.0892,0.33579,0.5795,0.1829,0.6241,0,0
"During the sequence where a woman uses an electric jigsaw to shape a pumpkin on a blue-covered table, what drink is the man beside her shown sipping?",15,16,0.4062,0.4408,5,3,8,1.0705,0.32632,0.5712,0.1955,0.8107,0,0
"After raking leaves in the yard, what distinctive garment is the same person wearing when he later turns toward the camera and wields the rake like a weapon?",44,16,0.4062,0.4408,5,3,8,1.1955,0.323,0.5683,0.2893,0.8919,0,0
"Which special-effects product does Victor Nogueira display and apply at the start of the video, before later showcasing the “Special FX Brush Set by Bruna Nogueira” during his Joker makeup transformation?",132,16,0.4062,0.4408,5,3,8,1.6013,0.28754,0.5362,0.695,0.9808,0,0
"After the person slides the blue canister under the table and picks up the keys, which piece of furniture do they attempt to unlock?",2,16,0.4062,0.475,6,1,9,0.93,0.26225,0.5121,0.0238,0.38,0,0
What balance-based activity is shown immediately after the man finishes stretching with a green resistance band attached to a graffitied pole?,14,16,0.4062,0.475,6,1,9,0.9683,0.25847,0.5084,0.0933,0.5556,0,0
What item that the tattooed woman methodically places on her desk earlier in the video does the hairstylist later use to dampen the seated man's hair during his haircut?,84,16,0.4062,0.4408,5,3,8,1.1643,0.25502,0.505,0.258,0.641,0,0
"What brightly colored object outside the store, seen through the large windows during the mannequin 'Flash Sale' scene and again when people walk in the rain later, stands out in both moments?",73,16,0.4062,0.475,6,1,9,1.0157,0.25468,0.5047,0.1094,0.3595,0,0
Which specific tool does the blue-gloved hand first use to tighten a bolt on the brake caliper before later switching to pliers for pad compression?,89,16,0.4062,0.4408,5,3,8,1.1031,0.2367,0.4865,0.1969,0.5231,0,0
"After the rafters disembark to pull their stuck raft free from submerged debris and resume their journey, what overhead obstacle makes them duck as they continue downstream?",23,16,0.4062,0.475,6,1,9,0.9062,0.22559,0.475,0.0,0.0,0,0
"After executing a front wheelie near the grassy patch, which part of the bicycle does the rider lift and adjust once they dismount in the park?",47,16,0.4062,0.475,6,1,9,0.9062,0.22559,0.475,0.0,0.0,0,0
"After the blue text that states '360 Wave Music Ahhhh!!! Relax & Enjoy!!!' appears, which hairstyle does the person first showcase in the following scene?",54,16,0.4062,0.475,6,1,9,1.2547,0.20457,0.4523,0.3484,0.8,0,0
"What exact phrase first appears as small on-screen text during the early guitar lesson, later titles the demonstrated website, and finally dominates the screen as a colorful logo at the end?",72,16,0.4062,0.475,6,1,9,1.7305,0.20436,0.4521,0.8243,1.0,0,0
"After the stylist clips and parts the client’s hair and replaces her scissors with a hair-dryer, which additional handheld tool does she repeatedly use alongside the dryer to smooth each separated section?",7,16,0.4062,0.4408,5,3,8,1.0367,0.19836,0.4454,0.1305,0.2889,0,0
Which item that first sits on the wooden desk beside the smartphone later turns up next to the couch in the living-room scenes?,48,16,0.4062,0.475,6,1,9,1.2038,0.18586,0.4311,0.2976,0.588,0,0
"During the climbing sequences that follow the instructor’s initial harness setup, what accessory can repeatedly be seen worn around the climber’s wrist?",84,16,0.4062,0.4038,4,5,7,1.0241,0.17669,0.4203,0.1178,0.2361,0,0
"After thick gray mortar is poured into a rectangular container and before construction workers in yellow uniforms pour the mixed solution into machinery, which labeled product is poured into a red bucket of water?",85,16,0.4062,0.3172,2,9,5,1.1763,0.11374,0.3372,0.2701,0.6667,0,0
"During the moment when a second worker wearing a red cap is visible behind him, which two cleaning tools is the main window cleaner simultaneously holding?",95,16,0.4062,0.3172,2,9,5,0.9062,0.10059,0.3172,0.0,0.0,0,0
"After the hand puts “HGTV Magazine – The Makeover Issue” back in the drawer, which magazine does the hand pick up from beneath the snare drum a few moments later?",14,16,0.375,0.4841,6,0,10,1.12,0.50454,0.7103,0.245,0.7143,0,0
What celestial body on the solar-system poster does the person measure just before switching the tape measure to the blank white wall?,27,16,0.375,0.4841,6,0,10,1.0399,0.47792,0.6913,0.1961,0.6872,0,0
"After the scoreboard introduces the next competitor for round eight, which diver is subsequently shown standing on the platform and executing a graceful dive into the pool?",119,16,0.375,0.4841,6,0,10,1.0448,0.44231,0.6651,0.1698,0.6788,0,0
"After the dog has been rinsed and allowed to roam in the tub, what object does the person later hold above the bubbly water that the dog repeatedly tries to grab with its mouth?",49,16,0.375,0.4146,4,4,8,1.2249,0.44096,0.664,0.3499,0.83,0,0
"After inflating the repaired bicycle wheel and securing it back onto the frame, what does the person do to verify the repair’s success?",14,16,0.375,0.4841,6,0,10,1.0489,0.35589,0.5966,0.1739,0.7805,0,0
